,title,summary,url,date,article_content
81,Genes in Space-3 team identifies microbes on space station,"Scientists on the International Space Station (ISS) have successfully identified microbes in the first-ever sample-to-sequence process on board the ship. NASA astronaut Peggy Whitson worked with the Houston-based Genes in Space-3 team to collect microbial samples from around the ISS, before a MinION device was used to sequence the samples' DNA, enabling it to be identified. Back on Earth, the results were retested and proved to exactly match the ISS outcomes. Being able to identify microbes on the ISS would assist in diagnosing illnesses and infections among astronauts.",https://phys.org/news/2017-12-genes-space-successfully-unknown-microbes.html,2018-01-02 15:55:21.457000,"Sarah Wallace (L), NASA microbiologist and Genes in Space-3 principal investigator, and Sarah Stahl (R), microbiologist, are seen in their Johnson Space Center lab with the in-flight sample from the Genes in Space-3 investigation. Credit: Rachel Barry

Being able to identify microbes in real time aboard the International Space Station, without having to send them back to Earth for identification first, would be revolutionary for the world of microbiology and space exploration. The Genes in Space-3 team turned that possibility into a reality this year, when it completed the first-ever sample-to-sequence process entirely aboard the space station. Results from their investigation were published in Scientific Reports.

The ability to identify microbes in space could aid in the ability to diagnose and treat astronaut ailments in real time, as well as assisting in the identification of DNA-based life on other planets. It could also benefit other experiments aboard the orbiting laboratory. Identifying microbes involves isolating the DNA of samples, and then amplifying - or making many copies - of that DNA that can then be sequenced, or identified.

The investigation was broken into two parts: the collection of the microbial samples and amplification by Polymerase Chain Reaction (PCR), then sequencing and identification of the microbes. NASA astronaut Peggy Whitson conducted the experiment aboard the orbiting laboratory, with NASA microbiologist and the project's Principal Investigator Sarah Wallace and her team watching and guiding her from Houston.

As part of regular microbial monitoring, petri plates were touched to various surfaces of the space station. Working within the Microgravity Science Glovebox (MSG) about a week later, Whitson transferred cells from growing bacterial colonies on those plates into miniature test tubes, something that had never been done before in space.

Once the cells were successfully collected, it was time to isolate the DNA and prepare it for sequencing, enabling the identification of the unknown organisms - another first for space microbiology. An historic weather event, though, threatened the ground team's ability to guide the progress of the experiment.

""We started hearing the reports of Hurricane Harvey the week in between Peggy performing the first part of collecting the sample and gearing up for the actual sequencing,"" said Wallace.

When JSC became inaccessible due to dangerous road conditions and rising flood waters, the team at Marshall Space Flight Center's Payload Operations Integration Center in Huntsville, Alabama, who serve as ""Mission Control"" for all station research, worked to connect Wallace to Whitson using Wallace's personal cell phone.

With a hurricane wreaking havoc outside, Wallace and Whitson set out to make history. Wallace offered support to Whitson, a biochemist, as she used the MinION device to sequence the amplified DNA. The data were downlinked to the team in Houston for analysis and identification.

NASA astronaut Peggy Whitson performed the Genes in Space-3 investigation aboard the space station using the miniPCR and MinION, developed for previously flown investigations. Credit: NASA

""Once we actually got the data on the ground we were able to turn it around and start analyzing it,"" said Aaron Burton, NASA biochemist and the project's co-investigator. ""You get all these squiggle plots and you have to turn that into As, Gs, Cs and Ts.""

Those As, Gs, Cs and Ts are Adenine, Guanine, Cytosine and Thymine - the four bases that make up each strand of DNA and can tell you what organism the strand of DNA came from.

""Right away, we saw one microorganism pop up, and then a second one, and they were things that we find all the time on the space station,"" said Wallace. ""The validation of these results would be when we got the sample back to test on Earth.""

Soon after, the samples returned to Earth, along with Whitson, aboard the Soyuz spacecraft. Biochemical and sequencing tests were completed in ground labs to confirm the findings from the space station. They ran tests multiple times to confirm accuracy. Each time, the results were exactly the same on the ground as in orbit.

The Genes in Space-3 team worked throughout Hurricane Harvey to ensure operations continued on the space station. Pictured are Aaron Burton, Kristen John, Sarah Stahl and Sarah Wallace as they watch NASA astronaut Peggy Whitson work within the Microgravity Science Glovebox (MSG) during part one of the investigation. Credit: Sarah Wallace

""We did it. Everything worked perfectly,"" said Sarah Stahl, microbiologist.

Developed in partnership by NASA's Johnson Space Center and Boeing, this National Lab sponsored investigation is managed by the Center for the Advancement of Science in Space.

Genes in Space-1 marked the first time the PCR was used in space to amplify DNA with the miniPCR thermal cycler, followed shortly after by Biomolecule Sequencer, which used the MinION device to sequence DNA. Genes in Space-3 married these two investigations to create a full microbial identification process in microgravity.

""It was a natural collaboration to put these two pieces of technology together because individually, they're both great, but together they enable extremely powerful molecular biology applications,"" said Wallace.

Explore further Sequencing the station: Investigation aims to identify unknown microbes in space

More information: Sarah L. Castro-Wallace et al. Nanopore DNA Sequencing and Genome Assembly on the International Space Station, Scientific Reports (2017). Journal information: Scientific Reports Sarah L. Castro-Wallace et al. Nanopore DNA Sequencing and Genome Assembly on the International Space Station,(2017). DOI: 10.1038/s41598-017-18364-0"
82,Panasonic develops autonomous robotic tomato picker,"A robot that can autonomously harvest tomatoes has been developed by Japanese electronics firm Panasonic. The device uses a camera, range-image sensors and artificial intelligence (AI) systems to detect which fruit are ripe for picking and cut them from the plant. Mounted on a rail alongside the vine, the company said the robot can perform as well as a human picker, averaging a pace of 10 tomatoes per minute. The device has been publicly demonstrated but Panasonic has made no announcement about its likely cost or plans for its production.",https://internetofbusiness.com/panasonic-robot-tomato-picker/,2018-01-02 15:50:20.853000,"The automation of repetitive tasks in construction and manufacturing has been around for some time. Last month, Panasonic introduced an agricultural robot at Tokyo’s International Robot Exhibition that could have implications for workers in the fruit-picking business.

Harvesting tomatoes is more complicated than you might think. Each fruit has to be plucked from the vine once it is ripe enough, not before. It’s also a delicate operation: tomatoes bruise easily and a single scratch in one can lead to a whole box going bad, fast.

Read more: Robot tax could ease drawbacks of automation

Panasonic robot harvests tomatoes

To handle the perception and dexterity-related challenges that come with fruit picking, Panasonic’s new robot relies on a combination of camera, range image sensor and artificial intelligence technologies.

First, it recognizes which tomatoes are ready to be picked. Then, it performs a precise cut-and-catch technique to move each tomato from vine to bucket.

The robot can be mounted on a rail, enabling it to slide along one vine from start to finish. In terms of speed, Panasonic expects the robot to perform at least as well as a human, harvesting at an average pace of 10 tomatoes per minute.

However, as the robot doesn’t need breaks, pay rises or sick days, it’s easy to see where the attraction might lie in terms of wider efficiency gains.

Panasonic has so far only demonstrated its harvesting robot and no announcement has yet been made regarding its readiness for market or cost.

Read more: Tarzan robot swings above crops for automated agriculture

With great dexterity comes great responsibility

The rise of computer vision and faster, more agile robots has made complex tasks accessible to automation. Tomato picking is just one example.

Last month, Ocado released footage of a new bagging robot, capable of picking products and carefully placing them into shopping bags based on the shape and weight of each item.

This level of processing and dexterity could pave the way for applications that go far beyond monotonous tasks in agriculture and retail.

Read more: Italian start-up Evja launches smart agriculture platform for salad growers"
83,Chocolate may disappear due to effect of climate change on cacao,"Chocolate could disappear by 2050 because of higher temperatures and less rainfall in regions where cacao trees are grown, according to the US's National Oceanic and Atmospheric Administration. Cacao plants only grow well in rainforest regions that are near the equator, with half of the world's chocolate being produced in Côte d’Ivoire and Ghana at up to 850 ft above sea level. Rising temperatures are pushing growing regions to about 1,000 ft above sea level and into mountainous terrain. UC Berkeley is working with Mars to generate new strains of cacao plants using CRISPR gene-editing technology.
",http://www.grubstreet.com/2018/01/research-says-chocolate-could-go-extinct-by-2050.html?utm_campaign=grub-street&utm_source=tw&utm_medium=s1,2018-01-02 15:46:39.780000,"Maybe start hoarding now. Photo: Diana Miller/Getty Images/Cultura Exclusive

Here’s some climate-change news that President Trump will have trouble ignoring: Earth’s junk food is in danger of losing a crucial ingredient. Scientists now predict that chocolate — which POTUS will sometimes eat to celebrate making important military decisions — could become impossible to grow in the coming decades because of hotter temperatures and less rain in regions where cacao plants are cultivated. The year 2050 is when they predict that people will be forced to satisfy a sweet tooth with toffee or caramels seasoned with tears.

Like coffee plants and wine grapvines, cacao is a finicky tree. It only grows well in rain-forest land that’s within 20 degrees of the equator. Half of the world’s chocolate is produced in Côte d’Ivoire and Ghana, where the plants thrive at around 300 to 850 feet above sea level and under dependably humid weather conditions. But by 2050, researchers say that rising temperatures could push the optimal cultivation zone “uphill,” to as high as 1,500 feet.

Thankfully, a team from UC Berkeley is working on a possible fix. It’s actually part of a new partnership that Mars announced last year. The M&M’s and Snickers maker is investing $1 billion into a variety of efforts to fight climate change, and the scientists in a plant-genomics program at Berkeley hope to develop hardier cacao plants that won’t wilt or rot at their current altitude.

Berkeley’s gene-editing technology, called CRISPR, has been in the works for a while, though when it gets attention, it’s almost always for the potential to eliminate genetic diseases or (sort of on the extreme end of this) build “designer babies.” But creator Jennifer Doudna tells Business Insider that the “most profound” application will likely be saving food."
84,Netherlands introduces tradeable phosphate rights for dairy cattle,"The European Commission has given the go-ahead to a trading system for phosphate rights for dairy cattle in the Netherlands, aimed at improving the country's water quality by limiting phosphate production from dairy cattle manure and encouraging a move to land-based farming. Dairy farmers will receive phosphate rights for free and will be obligated each year to prove they have sufficient rights to justify the quantity of phosphate produced by their manure. Phosphate rights can be obtained on the market, with 10% of the traded rights held back to promote the development of more land-based dairy farming.",https://www.government.nl/latest/news/2017/12/19/european-commission-gives-green-light-for-dairy-cattle-phosphate-system,2018-01-02 15:34:08.223000,"European Commission gives green light for dairy cattle phosphate system

The European Commission has agreed to the introduction of phosphate rights in Dutch dairy farming. This system and the legislation in which it is enshrined satisfy the applicable guidelines for state aid, European Commissioner for Competition Margrethe Vestager reported to the Minister of Agriculture, Nature and Food Quality Carola Schouten. The House of Representatives and the Senate previously assented to the phosphate system. This system will ensure that the quantity of phosphate produced by cattle as a constituent of manure is kept below the European maximum. The system is set to come into force on 1 January 2018.

Schouten꞉ “Now that Brussels has confirmed that the legislation does not constitute state aid, we can be certain that the phosphate rights system will go ahead. Moreover, this decision is also key for the purpose of obtaining a new derogation, a special exemption on the basis of which the Netherlands will be entitled to use more animal manure. Dairy farmers are waiting anxiously for this decision. I can now say to the entire sector: ‘We’re not there yet, but this achievement is already significant’”.

From 1 January 2018, dairy farms will be allocated an amount of phosphate rights based on the number of cattle kept as at 2 July 2015 (the date on which the system was announced), less the previously announced generic reduction of 8.3%. Land-based farms with plenty of land in proportion to the number of cattle are exempt from this reduction, which is necessary to keep phosphate production below the European maximum. The phosphate rights are tradable. Farmers wishing to keep more cattle will have to purchase rights to this end from dairy farmers who are reducing their livestock or terminating their company.

The system of phosphate rights follows the Phosphate Reduction Scheme, which saw trade associations and the Government agree to curb phosphate production in 2017. Considerable reductions in livestock have already been made over the past year through this plan. The most recent figures (October 2017) indicate that the Netherlands is on course with its ambition to reduce phosphate production below the national ceiling again by the end of this year.

The Netherlands is striving to secure a decision from the European Commission granting a new derogation for the 2018–2021 period around April 2018. In this regard, it is important for phosphate production to be brought back below the European maximum by the end of 2017 and for the phosphate system to come into force on 1 January 2018. It is also imperative that agreement has been reached on the Sixth Action Programme of the EU Nitrates Directive. In the unfortunate event that the new derogation is not granted, farmers would be forced to incur additional expenses such as for the responsible disposal of manure and for the supply of extra fertiliser."
85,Netherlands introduces tradeable phosphate rights for dairy cattle,"The European Commission has given the go-ahead to a trading system for phosphate rights for dairy cattle in the Netherlands, aimed at improving the country's water quality by limiting phosphate production from dairy cattle manure and encouraging a move to land-based farming. Dairy farmers will receive phosphate rights for free and will be obligated each year to prove they have sufficient rights to justify the quantity of phosphate produced by their manure. Phosphate rights can be obtained on the market, with 10% of the traded rights held back to promote the development of more land-based dairy farming.",https://www.dairyreporter.com/Article/2018/01/02/Tradable-phosphate-rights-introduced-in-the-Netherlands,2018-01-02 15:34:08.223000,"The system came into effect January 1, 2018.

The measure has been introduced to improve water quality in the country by limiting phosphate production from dairy cattle manure and promote a shift to land-based farming.

The EC said that given the high density of dairy cattle in the Netherlands, the phosphate contained in dairy cattle manure represents a significant environmental concern.

In addition to the main environmental objectives, the system also provides support for young farmers and is intended to have a positive effect on grazing and grassland.

Trading rights

Dairy farms will be awarded phosphate rights for free and will only be allowed to produce phosphate from dairy cattle manure corresponding to the phosphate production rights they hold. At the end of each calendar year, farms will be required to demonstrate that they have sufficient phosphate rights to justify the amount of phosphate produced by their dairy cattle manure.

Dairy farms, including new entrants, can acquire phosphate rights on the market, as phosphate rights will be traded.

When a transaction occurs, 10% of the traded rights will be withheld and kept in a ‘phosphate bank.’

This is intended to encourage the development of more land-based dairy farming by providing temporary, non-tradable rights to ""land-based farms,"" which can fully absorb on their land all the phosphate from their own manure production.

Based on the environmental objectives the system aims to achieve, the European Commission concluded that the system is in line with the EU rules for environmental State aid."
86,"3,000-metre high Chinese salt lake holds vast lithium deposit","A remote salt lake in the Chinese inland province of Qinghai is home to 83% of the country's lithium deposit. The metal is crucial for the development of electric vehicle (EV) batteries and China is the second richest country in terms of reserves, after Chile. The majority of its lithium can be found within salt sediment on the floor of Chaerhan Salt Lake. Companies such as major Chinese EV maker BYD have begun setting up factories in the area after securing a concession for recovering lithium.",https://asia.nikkei.com/Business/Trends/Future-of-electric-cars-is-at-the-bottom-of-a-Chinese-salt-lake,2018-01-02 15:33:39.597000,"GOLMUD, China -- The world is on the brink of an electric vehicle revolution. The widespread use of electric cars will depend on the availability of lithium, which is crucial for electric vehicle batteries. China is the world's second-richest country in lithium reserves, after Chile.

Countries are now scrambling to secure supplies of the valuable metal, but where is it found? I visited a remote area of China, about 3,000 meters above sea level, that is one of the world's largest lithium-producing areas and which the Chinese government considers a strategic region. ""Huge amounts of capital are rapidly flowing into the town,"" a local resident said.

In late November, I took a full day to travel from Guangzhou, Guangdong Province, in southern China, to Golmud in the country's inland province of Qinghai. The air is thin in the area, located high in the mountains between the Tibet Autonomous Region and the Xinjiang Uighur Autonomous Region, and I could walk only a little way before I was short of breath.

""This airport was completed only a little over a month ago. It's brand-new,"" said an official. I assumed it had been built in anticipation of rapidly growing lithium demand. I got into the four-wheel-drive Land Cruiser that had come to pick me up, and, soon after leaving the airport, I saw a vast expanse of salt marsh extending as far as the eye could see. ""The elevation here is high, but in ancient times all this area was under the sea. Crustal movements lifted it up,"" the driver, a local man, told me.

World of salt

While I marveled at the grand scale of the landscape, we traveled about an hour and a half to Chaerhan Salt Lake, which takes its name from a Mongolian word meaning ""world of salt."" At an elevation of nearly 3,000 meters, in the freezing cold and clear air, the vast lake sparkled in the sunlight. Surrounded by large volumes of dried salt, it looked like it was wearing snow makeup. The locals call the lake the ""mirror of the sky.""

The area centering on Chaerhan Salt Lake, is home to 83% of China's lithium deposits, found within several meters of salt sediment on the lake floor.

No living things inhabit the lake or its surroundings, so silence reigned. However, soon 10-ton trucks loaded with heaps of salt recovered from the lake began rumbling by, and the lithium-producing area appeared to suddenly come to life.

After traveling a little farther along a bumpy road built of pressed salt, I spoke to a man named Li Jingwei, 47. He said he had worked for a plant of a state-owned company by the lake since he was 16, and called himself an experienced old hand. ""The salt lake provides lots of precious resources. Attention is now on lithium, which is used in electric vehicles,"" he said. ""Small developers have been driven out, and over the past three years, state-owned enterprises have come in and investment has become active. This is such a remote place, but many dignitaries come here.""

Lithium recovered from Chaerhan Salt Lake is used to make electric vehicle batteries. The area around the lake appeared to have come to life. (Photo by Yu Nakamura)

I wondered which dignitaries visited such a remote place, and was surprised to see the photographs on a wall of the plant where Li was working.

Electric car maker moves in

The photos showed Wen Jiabao, Zhang Dejiang, Li Changchun, Zhao Leji, Li Keqiang and other high-level dignitaries. They even included one that showed President Xi Jinping encouraging the employees during his visit in August last year. ""Jiang Zemin also came, though there is no photograph of him here. This is a front-line base for China's resources,"" Li said proudly.

The auto industry is already ramping up for what is expected to be a rapid shift from gasoline to electric vehicles, and as a result, lithium prices have already soared. On Shanghai's metals market, lithium carbonate is trading at around 170,000 yuan ($25,700) per ton, more than three times the level two years ago.

""The price of lithium has risen, and business is good. We expect even better times,"" said a factory worker of BYD, China's biggest electric vehicle manufacturer. BYD moved into the area a year ago, realizing that Chaerhan Salt Lake holds the key to electric vehicle growth, and has succeeded in securing a concession for recovering lithium. It jointly set up the factory with a local state-owned enterprise, and is hurriedly preparing to start production.

In China, the world's biggest automobile market, electric vehicles still account for only about 2% of new car sales. However, the country's electric car market is expected to grow rapidly and reach 5 million vehicles by 2025 -- comparable to Japan's entire market for new cars. Preparations are already underway in this remote area of China. A massive wave of business activity that will influence the world is about to spread from the quiet city of Golmud."
87,Publishers prepare for Facebook feeds without news,"Online publishers are considering strategies for a future in which Facebook removes news stories from its main pages, called newsfeeds. The social network last year experimented with a separate newsfeed called Explore in six countries outside the US, but said it didn't plan to roll this out further. However, a number of other online platforms including Twitter and Snapchat have separated news stories from user-generated content to some degree, leading to speculation Facebook will follow suit. Publishers have already seen their direct traffic from Facebook decline in recent months as user content and videos have taken precedence.
",https://digiday.com/media/2018-year-facebook-banishes-news-feed/?utm_medium=email&utm_campaign=digidaydis&utm_source=uk&utm_content=180102,2018-01-02 15:27:08.127000,"Publishers have a lot to gripe about when it comes to Facebook, from the platform choking off their referral traffic, dominating digital advertising and giving them whiplash with its constantly changing video strategy. But what if it got even worse?

In 2018, Facebook could take a step further and separate news from the news feed. It’s not a crazy idea. The platform tested a newsless news feed, called the Explore Feed, in six countries outside the U.S., causing a major publisher freakout. (Facebook said it didn’t expect to roll out the test further.) In the past year, Facebook also launched Watch, a TV-like video tab; and prioritized Facebook Groups, communities for people who share interests or characteristics — also underscoring the idea of separating user interaction from other media content.

Other platforms have made moves to separate users’ messages from media and brands’ content. Snapchat redesigned its app to separate users’ feeds from brands’ content. Instagram is testing a private messaging app, which would take peer-to-peer chat out of the main app. Twitter has its Moments tab, a dedicated home for news and entertainment stories.

Fundamental to the success of platforms like Twitter and Facebook is keeping users happy, and as such, they’re always running experiments to see if changes will get people to return more often and stay longer. Given a lot of news is negative or controversial, a feed with no news (unless it’s shared by a user) could be less contentious and more enjoyable for users. And another group that likes less controversy, of course, is another important Facebook constituency: advertisers.

“Sometimes people get really annoyed and confused when they’re reading about their cousin’s bar mitzvah or whatever and they see a very serious story afterward,” said Andrew Montalenti, CTO and co-founder of web analytics firm Parsely. “All of the platforms, what they’re really concerned about with fake news is that I think you kind of draw on a bank account of trust with the user. If you come across that stuff too much, you declare it to be a problem, and you stop using it. So they have to play this delicate balance — ‘We can’t show you too many ads or show you too much spammy content.’”

Another factor is the fake-news imbroglio that blew up in Facebook’s face in the past year, leading lawmakers to threaten regulation. Facebook responded by trying to police fake news, which has proved to be a challenge. Further de-emphasizing news or taking it out of the feed altogether is one way to deal with the problem.

As to the Explore test, Facebook said: “There is no current plan to roll this out beyond these test countries or to charge pages on Facebook to pay for all their distribution in News Feed or Explore.” That was cold comfort to those publishers who depend on the news feed to reach audiences, though. As much as Facebook has declined in reach, it’s still a significant source of traffic for many publishers, which have already seen their direct traffic from Facebook decline in recent months, if not years, as Facebook has prioritized users’ posts and video content in the news feed.



Some publishers whose audience strategy is closely tied to Facebook and follow the company closely are starting to consider the possibility of a newsless news feed. An executive at a traditional publishing company said this is “definitely on our minds” given the company gets a “ton of traffic from Facebook,” and it’s a risk the company has to think about in the next few years. “It would be seismic shift,” said another publishing exec.

“There’s good reason to be concerned if publishers’ content becomes separated out of the main news feed,” said Vivian Schiller, a former Twitter news executive. “Their criteria [for the Explore test] was about user experience. That’s their business. But it’s hard to imagine this not having a deleterious effect on publishers.”

There are other reasons for Facebook to go in this direction. Facebook could make an exception for publishers and other commercial content providers that pay to be in the news feed, which could mean more revenue for Facebook. Separating news from the feed also could give Facebook a way to test a potential new product, similar to how it took Messenger out of the site and made it its own app, Schiller said.

Of course, none of this is a fait accompli. There’s good reason to think Facebook will keep news in the feed. Scrolling through the news feed is the core daily habit for most Facebook users. It’s what Facebook uses to promote its many other products, like the Watch video tab and Marketplace. It’s hard to get people to toggle from the news feed to other places on Facebook.

That said, even if a newsless news feed doesn’t materialize, publishers have to adapt. Facebook, and Google, are here to stay, and Facebook has proven time and time again that it’s not always going to act in publishers’ interests. Publishers have to take matters into their own hands, and take advantage of other audience and revenue opportunities."
88,Researchers create graphene battery that charges in seconds,"Scientists from Zhejiang University have developed an aluminium-graphene battery that can be charged in seconds, rather than hours. The battery is able to maintain 91% of its original capacity after 250,000 charges and could be fully charged in 1.1 seconds. The researchers also claimed the battery can work in temperatures ranging from minus 40C to 120C. However, they added that the battery does not have the energy density of lithium-ion batteries and is at present too expensive for commercial production.",http://www.xinhuanet.com/english/2017-12/23/c_136847756.htm,2018-01-02 15:20:14.633000,"Source: Xinhua| 2017-12-23 21:15:29|Editor: Zhou Xin

Video Player Close

HANGZHOU, Dec. 23 (Xinhua) -- A team of researchers from Zhejiang University have developed a new type of aluminum-graphene battery that can be charged in seconds, instead of hours.

The team, led by professor Gao Chao, from Department of Polymer Science and Engineering of Zhejiang University, designed a battery using graphene films as anode and metallic aluminum as cathode.

The battery could work well after quarter-million cycles and can be fully charged in seconds.

Experiments show that the battery retains 91 percent of its original capacity after 250,000 recharges, surpassing all the previous batteries in terms of cycle life.

In quick charge mode, the battery can be fully charged in 1.1 seconds, according to Gao. The finding was detailed in a paper recently published in Science Advances.

The assembled battery also works well in temperatures range of minus 40 to 120 degrees Celsius. It can be folded, and does not explode when exposed to fire.

However, the aluminum-ion battery cannot compete with commonly-used Li-ion batteries in terms of energy density, or the amount of power you can store in a battery in relation to the size, according to Gao.

""It is still costly to make such battery. Commercial production of the battery can only be possible until we can find cheaper electrolyte,"" Gao said."
89,Insurtech Urban Jungle raises €1.1m in funding round,"UK fintech Urban Jungle has raised €1.1m ($1.3m) in seed funding towards its tech-driven insurance service for young renters. The investment, led by Rob Devey, former CEO of Prudential UK and HBOS insurance, will help the London-based start-up increase the choice of products available to its customers, such as one targeted at house and flat shares. Urban Jungle was founded in 2016 by Jimmy Williams and Greg Smyth, who felt young people were excluded from the insurance market as it failed to keep up with their changing lifestyles.
",http://www.eu-startups.com/2018/01/london-based-urban-jungle-raises-e1-1-million-to-build-a-tech-enabled-home-insurer/,2018-01-02 14:45:47.320000,"Urban Jungle, a London-based FinTech startup revamping insurance for young people, has secured €1.1 million seed funding from a group of top angel investors, in order to build a better home insurance experience for the growing population of renters. The financing round was led by Rob Devey, ex CEO of Prudential UK and HBOS insurance. This capital injection will support the startup’s plans to launch several new products, including one targeted at the growing number of house and flat shares.

Urban Jungle was founded in 2016. The founders Jimmy Williams and Greg Smyth looked at the insurance industry, and noted both that poor tech was making it difficult to buy and use, and that young people were being excluded from insurance because it was failing to keep pace with their changing lifestyles. They believe they can transform the insurance experience by completely rebuilding the tech stack, using modern technologies, for example through smartphone-first design, and using machine learning to improve risk scoring.

Jimmy Williams commented: “This investment marks a big step towards our mission to build an insurance provider that customers love. Through 2017, we focused on building a business that our customers can rely on 100% when something goes wrong. In 2018 we’ll vastly increase the choice of products for our customers, and make all of our products even easier to use.”

Rob Devey, who led both this, and the business’ previous round of funding commented: “I’m very excited about the huge opportunity to transform the insurance industry using technology, and think this team is superbly well placed to capitalise on that. They have proven their ability to execute to a very highly quality over the past year, and I’m confident that they will only accelerate from here.”"
90,Five major office sites due to open in central London,"Five major London office projects are due to open this year. Goldman Sachs's 825,000 sq ft London headquarters at 70 Farringdon Street was the subject of subletting speculation after rumours circulated that the firm would move staff to Frankfurt post-Brexit, while the International Quarter in Stratford represents a location gamble for Deutsche Asset Management. M&G Investments has leased 11 of the 13 floors at 10 Fenchurch Avenue. However, The Scalpel at 52 Lime Street is barely more than one-third leased and 70 St Mary Axe, also known as The Can of Ham, has yet to secure a tenant.",https://www.bisnow.com/london/news/office/mixed-fortunes-the-five-biggest-office-schemes-opening-in-london-in-2018-83078?single-page,2018-01-02 14:38:48.060000,"Courtesy of the City of London Corp. The City of London skyline in 2026 London's skyline is rapidly changing, as this image from the City of London Corp., forecasting the City skyline in 2026, shows. In the shorter term, 2018 is set to be a pivotal year for the London office market. Supply of new space will begin to drop after 2017's cyclical peak, according to Deloitte Real Estate, and 44% of the space set to be completed this year is already leased. But with Brexit negotiations at their most delicate, demand will be at its most skittish. Here are the five biggest office schemes opening in 2018 and who is occupying them, according to Deloitte. In terms of lettings, some are doing significantly better than others. Begin slideshow

70 Farringdon St. — Goldman's new HQ Courtesy of Goldman Sachs Goldman's new London HQ Goldman Sachs broke ground on its 825K SF London headquarters before the U.K. voted to leave the EU. As Brexit has been negotiated, there has been speculation Goldman would move staff to Frankfurt and thus not occupy the entire building — especially after Chief Executive Lloyd Blankfein started trolling the U.K. government on Twitter. There is no sign of it looking to sublease any space yet ahead of the building completing in the third quarter.

The International Quarter — the new home of the Financial Conduct Authority Courtesy of Lendlease Building S5 at Lendlease's International Quarter at Stratford The Financial Conduct Authority pre-let 425K of the 515K SF building at the International Quarter in Stratford. Lendlease and LCR are delivering the scheme in the middle of 2018. The FCA's pre-let in building S5 convinced Deutsche Asset Management to pay £370M for a building in what is still an emerging office location.

10 Fenchurch Ave. — a new HQ for M&G Investments Courtesy of Greycoat 10 Fenchurch Ave. M&G, the investment division of insurer Prudential, in 2014 signed for 11 of the 13 floors at the 398K SF 10 Fenchurch Ave., which is being developed by Greycoat and CORE on behalf of Italian insurance company Generali.

The Scalpel — two-thirds still to be leased Courtesy of WR Berkley The Scalpel The Scalpel at 52 Lime St. in the City is being built by the development arm of U.S. insurance company WR Berkeley. The company will occupy 81K SF of the 387K SF building, and financial and insurance firms Axis and BPL have taken space, but 61% of the building is unlet. The 35-storey building is scheduled to complete in the second quarter."
91,Researchers train robots to respect human personal space,Researchers in Argentina have developed systems to teach robots to respect humans' personal space. The team at the National University of San Juan devised techniques to replicate the social signals given by humans when they feel their personal space is being invaded. These were then set as defined physical fields for the robot as it followed a human's movements. The experiments showed the robot was able to successfully emulate the behaviour and movement of a human. Scientists claim this will help increase future social acceptance of robots.,http://www.robodaily.com/reports/Dont_step_on_my_heels_Scientists_teach_robots_how_to_respect_personal_space_999.html,2018-01-02 14:33:20.433000,"Scientists teach robots how to respect personal space



by Staff Writers



Beijing, China (SPX) Jan 02, 2018



Robots have a lot to learn about humans, including how to respect their personal space. Scientists at the Institute of Automatics of the National University of San Juan in Argentina are giving mobile robots a crash course in avoiding collisions with humans.

The researchers published their methods in IEEE/CAA Journal of Automatica Sinica (JAS), a joint publication of the IEEE and Chinese Association of Automation.

""Humans respect social zones during different kind[s] of interactions,"" wrote Daniel Herrera, a postdoctoral researcher at the Institute of Automatics of the National University of San Juan and an author on the study. He notes how the specifics of a task and situation, as well as cultural expectations and personal preferences, influence the distance of social zones.

""When a robot follows a human as part of a formation, it is supposed that it must also respect these social zones to improve its social acceptance.""

Using impedance control, the researchers aimed to regulate the social dynamics between the robot's movements and the interactions of the robot's environment. They did this by first analyzing how a human leader and a human follower interact on a set track with well-defined borders.

The feedback humans use to adjust their behaviors - letting someone know they're following too closely, for example - was marked as social forces and treated as defined physical fields.

The human interactions (leading and following), including the estimated social forces, were fed to a mobile robot. The programmed robot then followed the human within the same defined borders, but without impeding on the social forces defined by the human interactions.

""Under the hypothesis that moving like human will be acceptable by humans, it is believed that the proposed control improves the social acceptance of the robot for this kind of interaction,"" wrote Herrera.

The researchers posit that robots are more likely to be accepted if they can be programmed to respect and respond like humans in social interactions. In this experiment, the robot mimicked the following human, and avoided the leader's personal space.

""The results show that the robot is capable of emulating the previously identified impedance and, consequently, it is believed that the proposed control can improve the social acceptance by being able to imitate this human-human dynamic behavior.""

Research paper

Tokyo, Japan (SPX) Dec 15, 2017





Lockheed Martin and NEC Corp have announced that Lockheed Martin will use NEC's System Invariant Analysis Technology (SIAT) in the space domain. SIAT's advanced analytics engine uses data collected from sensors to learn the behavior of systems, including computer systems, power plants, factories and buildings, enabling the system itself to automatically detect inconsistencies and prescribe resol ... read more

Related Links

"
